SQL Statements,Modified_Statements,Missing Type,Missing Element,Error Position,Query Length,Query Type
SELECT  * FROM  [1123].[Oyster Genes with CG ratio per loci],SELECT  * FROM  .[Oyster Genes with CG ratio per loci],Missing Table,[1123],{'[1123]': 4},60,SELECT
select * from [table_isolate_id_mapping.csv] where isolate_id like '330%-%',No modification,N/A,N/A,{},75,SELECT
"SELECT  M1ID, M1ratio, T1D3ratio, T1D5ratio, ((m1ratio + T1D3ratio + T1D5ratio)/3) as mean_1lin, (Select stdev(v) from (values (M1ratio),  (T1D3ratio),  (T1D5ratio)) as value(v)) as [stdev], (Select var(v) from (values (M1ratio),  (T1D3ratio),  (T1D5ratio)) as value(v)) as [var], (Select stdev(v) from (values (M1ratio),  (T1D3ratio),  (T1D5ratio)) as value(v)) / ((m1ratio + T1D3ratio + T1D5ratio)/3) as cv FROM  [1123].[filt3_M1]m1 join [1123].[filt3_M3]m3 on m1.M1ID=m3.M3ID join [1123].[filt3_T1D3]t1d3 on m1.M1ID=t1d3.T1D3ID join [1123].[filt3_T1D5]t1d5 on m1.M1ID=t1d5.T1D5ID join [1123].[filt3_T3D3]t3d3 on m1.M1ID=t3d3.T3D3ID join [1123].[filt3_T3D5]t3d5 on m1.M1ID=t3d5.T3D5ID where [M1coverage] >= '5' and [M3coverage] >= '5' and [T1D3coverage] >= '5' and [T1D5coverage] >= '5' and [T3D3coverage] >= '5' and [T3D5coverage] >= '5' and M1ratio > 0","SELECT  M1ID, M1ratio, T1D3ratio, T1D5ratio, ((m1ratio + T1D3ratio + T1D5ratio)/3) as mean_1lin, (Select stdev(v) from (values (M1ratio),  (T1D3ratio),  (T1D5ratio)) as value(v)) as [stdev], (Select var(v) from (values (M1ratio),  (T1D3ratio),  (T1D5ratio)) as value(v)) as [var], (Select stdev(v) from (values (M1ratio),  (T1D3ratio),  (T1D5ratio)) as value(v)) / ((m1ratio + T1D3ratio + T1D5ratio)/3) as cv FROM  [1123].[filt3_M1]m1 join [1123].[filt3_M3]m3 on m1.M1ID=m3.M3ID join [1123].[filt3_T1D3]t1d3 on m1.M1ID=t1d3.T1D3ID join [1123].[filt3_T1D5]t1d5 on m1.M1ID=t1d5.T1D5ID join [1123].[filt3_T3D3]t3d3 on m1.M1ID=t3d3.T3D3ID join [1123].[filt3_T3D5]t3d5 on m1.M1ID=t3d5.T3D5ID where [M1coverage] >=  and [M3coverage] >= '5' and [T1D3coverage] >= '5' and [T1D5coverage] >= '5' and [T3D3coverage] >= '5' and [T3D5coverage] >= '5' and M1ratio > 0",Missing Value,5',"{""5'"": 77}",856,SELECT
"SELECT  [protein] AS [protein 9ME.2], [protein probability] AS [probability 9ME.2], [tot indep spectra] AS [tot spectra 9ME.2] FROM  [412].[table_interact-2015_May_26_Geoduck_61.prot.xls]",No modification,N/A,N/A,{},187,SELECT
SELECT  DISTINCT [Column1] FROM  [412].[Galaxy31-FASTA-to-Tabular_on_data_30.tabular],No modification,N/A,N/A,{},85,SELECT
"SELECT  maxflood.timestamp as max_flood_time ,  slackebb.timestamp as slack_ebb_time ,  maxebb.timestamp as max_ebb_time ,  slackflood.timestamp as slack_flood_time FROM  [1314howe].[Pile Point tide events labeled by tidal cycle] maxflood ,  [1314howe].[Pile Point tide events labeled by tidal cycle] slackebb ,  [1314howe].[Pile Point tide events labeled by tidal cycle] maxebb ,  [1314howe].[Pile Point tide events labeled by tidal cycle] slackflood WHERE  maxflood.current_intensity = 'Max Flood' AND  slackebb.current_intensity = '""Slack,  Ebb Begins""' AND  maxebb.current_intensity = 'Max Ebb' AND  slackflood.current_intensity = '""Slack,  Flood Begins""' AND  maxflood.tidal_cycle = slackebb.tidal_cycle AND  maxflood.tidal_cycle = maxebb.tidal_cycle AND  maxflood.tidal_cycle = slackflood.tidal_cycle ORDER BY  maxflood.timestamp",No modification,N/A,N/A,{},835,SELECT
SELECT  * FROM  [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)],  * FROM  [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)],Missing Keywords,SELECT,{'SELECT': 1},67,SELECT
"select min(time), count(time), max(time) from [1002].[Tokyo_1_suna.csv]  group by date","SELECT min(time), count(time), max(time) from .[Tokyo_1_suna.csv]  group by date",Missing Table,[1002],{'[1002]': 6},86,SELECT
select * from sys.tables where schema_id = 1--like '%dbo%',select * from sys.tables where schema_id = 1--like '%dbo%',Missing Column,schema_id,{'schema_id': 6},58,SELECT
SELECT  top 1 * FROM  [1123].[New table snapshot],No modification,N/A,N/A,{},49,SELECT
select * from ssgcid_EC_map sem join [ec_pathway.csv] ep on (sem.ec_number = ep.ec_number),select * from ssgcid_EC_map sem join [ec_pathway.csv] ep on (sem.ec_number = ep.ec_number),Missing Table,ssgcid_EC_map,{'ssgcid_EC_map': 4},90,SELECT
"SELECT  [O2.Conc..uM.], [Air.Sat....], [Temp..Deg.], T1,  C1,  S,  SV,  T2,  o.[long.dc],  o.[lat.dc] FROM  [1002].[Tokyo_1_optode.csv] o, [1002].[Tokyo_1_tsg.csv] t WHERE  o.date = t.date AND  o.time = t.time",No modification,N/A,N/A,{},209,SELECT
SELECT  [SUM A1 SpC/L] FROM  [412].[bact detection sum spc.l],select  [SUM A1 SpC/L] FROM  [412].[bact detection sum spc.l],Missing Column,[SUM A1 SpC/L],{'[SUM A1 SpC/L]':2},61,SELECT
select case when @vchar not like '%[^0-9.-]%' then 'Number' else 'Not a Number' end,No modification,N/A,N/A,{},83,SELECT
"SELECT  DATEPART(month,  jday-1) as month, DATEPART(day, jday-1) as day FROM  [1057].[KiloMoana1_uway]",No modification,N/A,N/A,{},102,SELECT
"SELECT  count(*) FROM  ( SELECT  replace(d.email,  '@u.washington.edu',  '@washington.edu') ,  u.1385name as sqlshare_1385name,  d.* FROM  [dbo].[1385s] u LEFT OUTER JOIN  [1314howe].[uw_employees_dept.csv] d ON (replace(d.email,  '@u.washington.edu',  '@washington.edu') = u.1385name or u.1385name = d.1385name) WHERE  department is null  ) x","SELECT  (*) FROM  ( SELECT  replace(d.email,  '@u.washington.edu',  '@washington.edu') ,  u.1385name as sqlshare_1385name,  d.* FROM  [dbo].[1385s] u LEFT OUTER JOIN  [1314howe].[uw_employees_dept.csv] d ON (replace(d.email,  '@u.washington.edu',  '@washington.edu') = u.1385name or u.1385name = d.1385name) WHERE  department is null  ) x",Missing Function,count,{'count': 2},343,SELECT
select 235958 / 86400.0,No modification,N/A,N/A,{},23,SELECT
SELECT  * FROM  [826].[Unique_Urea_DE_ids] ids left join [826].[table_PmUreaSigDEonly_Cyame_Ectsi_Fracy_Thaps_Phatr_Ehux_AllMEs_CLEAN.txt] annotate on ids.Urea_TranscriptID = annotate.Urea_TranscriptID,No modification,N/A,N/A,{},201,SELECT
"SELECT  [All Proteins], CAST([CG2 total SpC]/3 AS FLOAT) as [CG2 avg SpC] FROM  [412].[Total SpC per oyster]",No modification,N/A,N/A,{},108,SELECT
SELECT * FROM [fish546_module1_blast_table] Left join [354].[gp_association.goa_uniprot] ON fish546_module1_blast_table.SPID = [354].[gp_association.goa_uniprot].Column2,SELECT * FROM [fish546_module1_blast_table] Left join [354]. ON fish546_module1_blast_table.SPID = [354].[gp_association.goa_uniprot].Column2,Missing Table,[gp_association.goa_uniprot],{'[gp_association.goa_uniprot]': 7},169,SELECT
SELECT  * FROM  [1123].[mCpG data table] INNER Join  [1123].[NON_mCpG data table] ON [1123].[mCpG data table].ID=[1123].[NON_mCpG data table].ID,SELECT   FROM  [1123].[mCpG data table] INNER Join  [1123].[NON_mCpG data table] ON [1123].[mCpG data table].ID=[1123].[NON_mCpG data table].ID,Missing Column,*,{'*': 2},144,SELECT
"select dt as date,  month,  year,  count(*) as number_of_queries from ( select month,  year,  cast(month as varchar) + '/' + cast(year as varchar) dt from ( select datepart(month,  date_created) as month,   datepart(year,  date_created) as year from 1385_queries ) x ) y group by dt,  year,  month order by year,  month",No modification,N/A,N/A,{},319,SELECT
"SELECT  Column1 as seqid, Column4 as start, Column5 as [end], 'BiGillExonExp' as Feature, ((cast([Column10]as float)/(cast([Column12]as float)))) as feat_bp, Column9 as Gene FROM  [1123].[BiGill_ThBAM_cov_exon_2.txt]","SELECT  Column1 seqid, Column4 as start, Column5 as [end], 'BiGillExonExp' as Feature, ((cast([Column10]as float)/(cast([Column12]as float)))) as feat_bp, Column9 as Gene FROM  [1123].[BiGill_ThBAM_cov_exon_2.txt]",Missing Keywords,as,{'as': 3},216,SELECT
SELECT  * FROM  [790].[table_1344.txt] where [a]>2 and b>2,select  * FROM  [790].[table_1344.txt]  [a]>2 and b>2,Missing Keywords,where,{'where': 5},58,SELECT
"create table Incollection (pubid int primary key,  booktitle text,  publisher text,  isbn text)","create table (pubid int primary key,  booktitle text,  publisher text,  isbn text)",Missing Function,Incollection ,{'Incollection':3},95,CREATE
"SELECT  Time, Mode, Count, Total, S41, S42, S43 FROM  [1199].[Old SPR Data] WHERE  (S41>0 and S41<500) and Total = 300",No modification,N/A,N/A,{},118,SELECT
"SELECT  * FROM  [1078].[table_untitled.csv],  [1199].[LoanStats3b_securev1.csv]","SELECT  * FROM  [1078].,  [1199].[LoanStats3b_securev1.csv]",Missing Table,[table_untitled.csv],{'[table_untitled.csv]': 4},79,SELECT
SELECT  * FROM  [412].[highly sig proteins NMDS with SPID] LEFT JOIN  [412].[NSAF all oysters] ON [412].[highly sig proteins NMDS with SPID].[Protein]=[412].[NSAF all oysters].[All Proteins],SELECT   FROM  [412].[highly sig proteins NMDS with SPID] LEFT JOIN  [412].[NSAF all oysters] ON [412].[highly sig proteins NMDS with SPID].[Protein]=[412].[NSAF all oysters].[All Proteins],Missing Column,*,{'*': 2},190,SELECT
SElECT * from (SELECT  top 100 * FROM  [1041].[table_MyTable_dmedv.csv] ORDER BY  obj) qry,No modification,N/A,N/A,{},90,SELECT
select * from [ec_pathway_biocyc.csv] e where pathway_id like 'PW%',SELECT * from [ec_pathway_biocyc.csv] e where pathway_id like ,Missing Value,PW%',"{""PW%'"": 9}",67,SELECT
SELECT  * FROM  [412].[join29] LEFT JOIN  [table_103B_224_03.txt] ON [join29].[All Proteins]=[table_103B_224_03.txt].protein,SELECT  *  [412].[join29] LEFT JOIN  [table_103B_224_03.txt] ON [join29].[All Proteins]=[table_103B_224_03.txt].protein,Missing Keywords,FROM,{'FROM': 3},124,SELECT
"SELECT 'INSERT INTO EcNumber (EcNumber,  EnzymeName) VALUES (''',  EcNumber + ''', ''' + Rtrim(LTrim(REPLACE(EnzymeName,  '''',  ''''''))) + '', ')' as Statement","SELECT 'INSERT INTO EcNumber (EcNumber,  EnzymeName) VALUES (''',  EcNumber + ''', ''' + Rtrim(LTrim(REPLACE(EnzymeName,  '''',  ''''''))) + '', ')'  Statement",Missing Keywords,as,{'as': 20},161,SELECT
select * FROM  [1123]. [BiGO_betty_plain_methratio_v1.txt] betty where context like '__CG_' --_=single character wildcard and CT_Count >= 5,No modification,N/A,N/A,{},139,SELECT
"SELECT  'counter' as source,  clock,  issues,  memrefs,  phantoms,  streams FROM  [1314howe].[counter.csv] UNION ALL SELECT  'profile' as source,  clock,  issues,  memrefs,  phantoms,  streams FROM  [1314howe].[profile.csv] UNION ALL SELECT  'barrier' as source,  clock,  issues,  memrefs,  phantoms,  streams FROM  [1314howe].[barrier.csv] order by clock",No modification,N/A,N/A,{},355,SELECT
"SELECT  LAT,  LON FROM  [1059].[sds.tab] ORDER BY  [millisecond.timer] desc",No modification,N/A,N/A,{},75,SELECT
"SELECT  [M2.2 protein],  [M2.2 tot indep spectra],  [M2.2 peptides] FROM  [412].[interact-2015_June_9_BactDetection43.prot.xls] WHERE  [M2.2 tot indep spectra]>1",No modification,N/A,N/A,{},161,SELECT
"select s.ssgcidid,  ec.""EC Numbers"",  ec.*,  s.annotation from [Unique_EC_mapped_to_UniProt] ec join [ssgcid_uniprot.csv] s on (s.uniprot = ec.accession) where s.annotation like '%.%.%.%'",No modification,N/A,N/A,{},187,SELECT
SELECT  * FROM  [299].[seastar_clc_uniprot_sprot_2.tab]blast Left join [1123].[uniprot-reviewed_wGO_010714]unp on blast.Column3=unp.Entry Where Pathway like '%cell%',No modification,N/A,N/A,{},165,SELECT
delete FROM  [187].[table_Matrix B.txt] where value = 0, FROM  [187].[table_Matrix B.txt] where value = 0,Missing Keywords,delete,{'delete': 1},55,DELETE
delete FROM  [187].[table_Matrix A.txt] where value = 34,No modification,N/A,N/A,{},56,DELETE
delete FROM  [188].[table_ec_pathway.csv],No modification,N/A,N/A,{},41,DELETE
"SELECT 'INSERT INTO EcPathway (EcNumber, PathwayId, PathwayName) VALUES (''' + ec_number + ''', ''' + pathway_id + ''', ''' + pathway_name + ''')","SELECT 'INSERT INTO  (EcNumber, PathwayId, PathwayName) VALUES (''' + ec_number + ''', ''' + pathway_id + ''', ''' + pathway_name + ''')",N/A,N/A,{},145,SELECT
"SELECT  'INSERT INTO EcNumberFeature (FeatureID,  EcNumber,  EcSource EcSourceId) VALUES (''' + CAST(FeatureID as varchar(50)) + ', ''' + EcNumber + ''', ''' + EcSource + ''', ''' + EcSourceID +''')' as Statement","SELECT  'INSERT INTO  (FeatureID,  EcNumber,  EcSource EcSourceId) VALUES (''' + CAST(FeatureID as varchar(50)) + ', ''' + EcNumber + ''', ''' + EcSource + ''', ''' + EcSourceID +''')' as Statement",N/A,N/A,{},212,SELECT
"SELECT 'INSERT INTO EcNumberPdbIdGenus (EcNumber, PDBID, Genus) VALUES (''' + ec_Number + ''', ''' + pdbid + ''', ''' + genus + ''')' as Statement","SELECT 'INSERT INTO EcNumberPdbIdGenus (, PDBID, Genus) VALUES (''' + ec_Number + ''', ''' + pdbid + ''', ''' + genus + ''')' as Statement",Missing Column,EcNumber,{'EcNumber': 4},146,SELECT
"SELECT 'INSERT INTO EcNumber (EcNumber,  EnzymeName) VALUES (''' + EcNumber + ''', ''' + EnzymeName + ''')' as STATEMENT FROM  [188].[table_EcNumbersEcNames.csv]","SELECT 'INSERT INTO (EcNumber,  EnzymeName) VALUES (''' + EcNumber + ''', ''' + EnzymeName + ''')' as STATEMENT FROM  [188].[table_EcNumbersEcNames.csv]",Missing Function,EcNumber ,{'EcNumber':4},161,SELECT
"INSERT INTO EcPathway (EcNumber,  PathwayId,  PathwayName) VALUES (''' + ec_number + ''', ''' + pathway_id + ''', ''' + pathway_name + ''')' as Statement","INSERT INTO (EcNumber,  PathwayId,  PathwayName) VALUES (''' + ec_number + ''', ''' + pathway_id + ''', ''' + pathway_name + ''')' as Statement",Missing Function,EcPathway ,{'EcPathway':3},153,INSERT
"select distinct s.ssgcidid,  s.familyID,  p.pathway_name from [ssgcid_EC_map] s join  [pathways_by_ssgcid_enzyme.csv] p on (s.ec_number = p.ec_number) and pathway_name like 'pentose%'","SELECT distinct s.ssgcidid,  s.familyID,  p.pathway_name from [ssgcid_EC_map] s join  [pathways_by_ssgcid_enzyme.csv] p on (s.ec_number = p.ec_number) and pathway_name like ",Missing Value,pentose%',"{""pentose%'"": 19}",183,SELECT
"select distinct s.ssgcidid,  s.annotation,  p.pathway_name from [ssgcid_EC_map] s join  [pathways_by_ssgcid_enzyme.csv] p on (s.ec_number = p.ec_number) where pathway_name like 'pentose%' and s.genus='Burkholderia'",No modification,N/A,N/A,{},214,SELECT
"SELECT  DISTINCT [protein],  [tot indep spectra] FROM  [412].[A1_trip_files_160_161_162.prot.xls]"," SELECT DISTINCT [protein],  [tot indep spectra]  [412].[A1_trip_files_160_161_162.prot.xls]",Missing Keywords,FROM,{'FROM': 7},97,SELECT
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 -- AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein A2.13] ,  [tot indep spectra] AS [tot spectra A2.13] FROM  [412].[A2_trip_files_15_14_13.prot.txt]",No modification,N/A,N/A,{},434,SELECT
"SELECT  [proteinId],  [simple_functional_annotation],  [KEGG],  [KOG],  [IPR],  [GO], CASE WHEN [tot spectra A1] is NULL THEN 0 ELSE [tot spectra A1] END AS [tot spectra A1], CASE WHEN [tot spectra A2.13] is NULL THEN 0 ELSE [tot spectra A2.13] END AS [tot spectra A2.13], CASE WHEN [tot spectra A2.157] is NULL THEN 0 ELSE [tot spectra A2.157] END AS [tot spectra A2.157], CASE WHEN [tot spectra A2.163] is NULL THEN 0 ELSE [tot spectra A2.163] END AS [tot spectra A2.163], CASE WHEN [tot spectra B1] is NULL THEN 0 ELSE [tot spectra B1] END AS [tot spectra B1], CASE WHEN [tot spectra B2] is NULL THEN 0 ELSE [tot spectra B2] END AS [tot spectra B2], CASE WHEN [tot spectra B3] is NULL THEN 0 ELSE [tot spectra B3] END AS [tot spectra B3], CASE WHEN [tot spectra C1] is NULL THEN 0 ELSE [tot spectra C1] END AS [tot spectra C1], CASE WHEN [tot spectra C2] is NULL THEN 0 ELSE [tot spectra C2] END AS [tot spectra C2], CASE WHEN [tot spectra C3] is NULL THEN 0 ELSE [tot spectra C3] END AS [tot spectra C3], CASE WHEN [tot spectra C123] is NULL THEN 0 ELSE [tot spectra C123] END AS [tot spectra C123], CASE WHEN [tot spectra D1] is NULL THEN 0 ELSE [tot spectra D1] END AS [tot spectra D1], CASE WHEN [tot spectra D2] is NULL THEN 0 ELSE [tot spectra D2] END AS [tot spectra D2], CASE WHEN [tot spectra D3D2] is NULL THEN 0 ELSE [tot spectra D3D2] END AS [tot spectra D3D2], CASE WHEN [tot spectra D3] is NULL THEN 0 ELSE [tot spectra D3] END AS [tot spectra D3] FROM  [412].[Joined Pnitzschia trips]",No modification,N/A,N/A,{},1502,SELECT
"SELECT  *,  ROW_NUMBER() OVER (PARTITION BY [Pnitzschia Protein] OR DER BY  [evalue] ASC) AS [evalue rank] FROM  [412].[all seq pnitzschia proteins with swissprot]","SELECT  *,  () OVER (PARTITION BY [Pnitzschia Protein] OR DER BY  [evalue] ASC) AS [evalue rank] FROM  [412].[all seq pnitzschia proteins with swissprot]",Missing Function,ROW_NUMBER,{'ROW_NUMBER': 3},163,SELECT
"SELECT  DISTINCT [entry no.],  [protein],  [protein probability],  [percent coverage],  [tot indep spectra] FROM  [412].[B3 BLN distinct] WHERE  [protein probability] >=0.9","SELECT  DISTINCT [entry no.],  [protein],  [protein probability],  [percent coverage],  [tot indep spectra] FROM  [412].[B3 BLN distinct] WHERE  [protein probability] >=",Missing Value,0.9,{'0.9': 20},172,SELECT
"SELECT  [New_Global IDs],  [YP accession] FROM  [412].[table_Colwellia_YP_to_global_1.txt]",No modification,N/A,N/A,{},90,SELECT
"SELECT  min(latitude), min(longitude), max(latitude), max(longitude) FROM  [690].[All3col] AS maxLat","SELECT  (latitude), min(longitude), max(latitude), max(longitude) FROM  [690].[All3col] AS maxLat",Missing Function,min,{'min': 2},100,SELECT
"WITH  bounds (minLat, minLong, maxLat, maxLong) AS (SELECT  min(latitude), min(longitude), max(latitude), max(longitude) FROM  [690].[All3col] AS maxLat) SELECT  * FROM  bounds","WITH  bounds (minLat, minLong, maxLat, maxLong) AS (SELECT  min(latitude), min(longitude), max(latitude), (longitude) FROM  [690].[All3col] AS maxLat) SELECT *  FROM  bounds",Missing Function,max,{'max': 5},176,OTHER
"WITH  data AS (SELECT  * FROM  [690].[All3col]), bounds (minLat, minLong) AS (SELECT  MIN(latitude), MAX(longitude) FROM  data), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/0.1) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/0.1) AS longBin FROM  data,  bounds), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  * from binnedSpeciesCount OR DER BY  latBin, longBin","WITH  data AS (SELECT   FROM  [690].[All3col]), bounds (minLat, minLong) AS (SELECT  MIN(latitude), MAX(longitude) FROM  data), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/0.1) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/0.1) AS longBin FROM  data,  bounds), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  * from binnedSpeciesCount OR DER BY  latBin, longBin",Missing Column,*,{'*': 5},484,OTHER
"WITH  data AS (SELECT  * FROM  [690].[All3col]), bounds (minLat, minLong) AS (SELECT  MIN(latitude), MIN(longitude) FROM  data), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/0.1) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/0.1) AS longBin FROM  data,  bounds), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  * from binnedSpeciesCount OR DER BY  latBin, longBin","WITH  data AS (SELECT   FROM  [690].[All3col]), bounds (minLat, minLong) AS (SELECT  MIN(latitude), MIN(longitude) FROM  data), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/0.1) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/0.1) AS longBin FROM  data,  bounds), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  * from binnedSpeciesCount OR DER BY  latBin, longBin",Missing Column,*,{'*': 5},484,OTHER
"WITH  data AS (SELECT  * FROM  [690].[All3col]), parameters AS (SELECT  0.1 AS binSize), bounds (minLat, minLong) AS (SELECT  MIN(latitude), MIN(longitude) FROM  data), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/binSize) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/binSize) AS longBin FROM  data,  bounds,  parameters), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  (bounds.minLat+latBin*binSize+binSize/2) AS latitude, (bounds.minLong+longBin*binSize+binSize/2) AS longitude, numSpecies from binnedSpeciesCount, bounds, parameters OR DER BY  latBin, longBin","WITH  data AS (SELECT  * FROM  [690].[All3col]), parameters AS (SELECT  0.1 AS binSize), bounds (minLat, minLong) AS (SELECT  MIN(latitude), MIN(longitude) FROM  ), binnedSpecies AS (SELECT  data.species, FLOOR ((data.latitude-bounds.minLat)/binSize) AS latBin,  FLOOR ((data.longitude-bounds.minLong)/binSize) AS longBin FROM  data,  bounds,  parameters), binnedSpeciesCount AS (SELECT  latBin, longBin, COUNT(species) AS numSpecies FROM  binnedSpecies GROUP BY  latBin, longBin) SELECT  (bounds.minLat+latBin*binSize+binSize/2) AS latitude, (bounds.minLong+longBin*binSize+binSize/2) AS longitude, numSpecies from binnedSpeciesCount, bounds, parameters OR DER BY  latBin, longBin",N/A,N/A,{},685,OTHER
